address,business_certificate,business_id,business_name,city,latitude,longitude,owner_address,owner_city,owner_name,owner_state,owner_zip,phone_number,postal_code,tax_code
335 Powell St Lobby,398979,25151,Westin St Francis - Caruso,San Francisco,37.7877,-122.408,335 Powell St,San Francisco,Dtrs St Francis LLC,CA,94102,null,94102,H25
335 Powell St Basement,398979,25153,Westin St Francis - Employee's Cafeteria,San Francisco,37.7877,-122.408,335 Powell St,San Francisco,Dtrs St Francis LLC,CA,94102,null,94102,H26
335 Powell St 32nd Floor,398979,25160,Westin St Francis - Imperial Food Kitchen,San Francisco,37.7877,-122.408,335 Powell St,San Francisco,Dtrs St Francis LLC,CA,94102,null,94102,H26
335 Powell St 2nd Floor,398979,25161,Westin St Francis - Main Kitchen,San Francisco,37.7877,-122.408,335 Powell St,San Francisco,Dtrs St Francis LLC,CA,94102,null,94102,H26
335 Powell St Lobby,398979,25162,Westin St Francis - Oak Room/Banquet,San Francisco,37.7877,-122.408,335 Powell St,San Francisco,Dtrs St Francis LLC,CA,94102,null,94102,H26
335 Powell St Basement,398979,25163,Westin St Francis - Pastry Shop,San Francisco,37.7877,-122.408,335 Powell St,San Francisco,Dtrs St Francis LLC,CA,94102,null,94102,H25
430 Mason St,377104,25878,The Slide,San Francisco,37.7876,-122.41,430 Mason St,San Francisco,"Inner Circle Entertainment IV, LLC",CA,94102,null,94102,H86
170 O'Farrell St Basement,338615,26146,Macy's Cellar,San Francisco,37.7865,-122.407,7 WEST 7TH ST 17TH FL,CINCINNATI,MACYS WEST STORES INC,OH,45202,null,94102,H07
463 Ellis St,400889,26343,Bien Hoa,San Francisco,37.7847,-122.414,463 Ellis St,San Francisco,Kevin V Loc,CA,94102,null,94102,H24
1250 Market St,403343,28193,Subway Sandwiches #5669,San Francisco,37.7783,-122.415,1250 Market St,San Francisco,"Letap Group, Inc",CA,94102,null,94102,H29
418 Geary St,401212,28468,Bella Lucca,San Francisco,37.7871,-122.41,418 Geary St,San Francisco,"R & C Company Enterprises, Inc",CA,94102,null,94102,H24
325 Leavenworth St  1A,402972,30478,Kim Huong,San Francisco,37.773,-122.407,325-1A Leavenworth St,San Francisco,Zenh Cam Mong,CA,94102,null,94102,H24
595 Geary St,396949,31568,Taqueria El Sol #2,San Francisco,37.7867,-122.413,888 BRANNAN ST #838,SAN FRANCISCO,MIRALOMA MARKET CORPORATION,CA,94103,14155440405,94102,H24
201 Gough St,403668,31799,Victoria Liquor and Groceries,San Francisco,37.775,-122.423,201 Gough St,San Francisco,Rajinder Singh,CA,94102,null,94102,H03
514 Octavia St,404381,32702,Cafe La Vie,San Francisco,37.7769,-122.425,2590 GELLERT BLVD,SOUTH SAN FRANCISCO,OCTAVIA 514 INC,CA,94080,null,94102,H24
124 Jones St,456365,32729,El Dorado Market,San Francisco,37.7825,-122.412,124 Jones St,San Francisco,Gamal M Algahim,CA,94102,null,94102,H07
529 Powell St,404991,32736,Maru Sushi,San Francisco,37.7897,-122.409,529 Powell St,San Francisco,"Sun and Jin Enterprise, Inc",CA,94108,null,94102,H25
679 Sutter St,392507,32872,Matador,San Francisco,37.7888,-122.412,679 Sutter St,San Francisco,Leland Ventures LLC,CA,94102,null,94102,H25
161 Hyde St,347843,32995,Hyde & Turk Market,San Francisco,37.7822,-122.416,161 Hyde St,San Francisco,Sadiq A Mohamed,CA,94102,null,94102,H03
225 Leavenworth St,402027,33020,Golden Gate Market,San Francisco,37.783,-122.414,225 Leavenworth St,San Francisco,Mohamed M Algaheim,CA,94102,null,94102,H03
449 Octavia St,374846,33084,"Miette Cakes, LLC",San Francisco,37.7763,-122.425,85 Webster Street,Oakland,"Miette Cakes, LLC",CA,94607,null,94102,H07
431 Jones St,412971,33113,"Pho Tan Hoa, Inc",San Francisco,37.7854,-122.413,431-435 Jones St,San Francisco,"Pho Tan Hoa, Inc",CA,94102,null,94102,H25
501 Hayes St,417334,33468,Stacks Restaurant,San Francisco,37.7766,-122.425,501 Hayes St,San Francisco,GRS Restaurant Group Inc,CA,94102,null,94102,H26
289 Eddy St,412863,33523,Downtown Grocery & Liquor,San Francisco,37.7839,-122.412,289 Eddy St,San Francisco,Premila Samujh,CA,94102,null,94102,H03
96 McAllister St,417390,33920,Lalita Thai Restaurant & Bar,San Francisco,37.781,-122.414,96 McAllister St,San Francisco,Minh Tran & Simon CK Chow,CA,94102,null,94102,H26
524 Post St Basement,69349,34352,The Olympic Club Cafe,San Francisco,37.788,-122.411,524 Post St,San Francisco,The Olympic Club,CA,94102,null,94102,H25
524 Post St 1st Floor,69349,34353,The Olympic Club Bar/Grill,San Francisco,37.788,-122.411,524 Post St,San Francisco,The Olympic Club,CA,94102,null,94102,H25
524 Post St 2nd Floor,69349,34354,The Olympic Club Restaurant,San Francisco,37.788,-122.411,524 Post St,San Francisco,The Olympic Club,CA,94102,null,94102,H26
434 Larkin St,419886,34676,Golden Kim Tar Restaurant,San Francisco,37.7818,-122.417,434 Larkin St,San Francisco,Meihua Lu,CA,94102,null,94102,H25
652B Polk St,419277,34839,Brenda's French Soul Food,San Francisco,37.7827,-122.419,652B Polk St,San Francisco,Brenda's LLC   Brenda Buenviaje,CA,94102,null,94102,H24
29 Grove St,420263,35106,New York Tobacco,San Francisco,37.7787,-122.416,29 Grove St,San Francisco,Mohammed Abdo Ali Humran,CA,94102,null,94102,H07
200 Eddy St,421272,35565,Daldas Market,San Francisco,37.7841,-122.411,200 Eddy St,San Francisco,Satwinder Multani,CA,94102,null,94102,H07
615 Sutter St,421165,35689,MMC Wines & Spirits,San Francisco,37.7889,-122.41,615 Sutter St,San Francisco,Zuha & Rana Corporation   Nizar Askndafi,CA,94102,null,94102,H03
462 Powell St,911744,35771,Starbucks Coffee,San Francisco,37.7889,-122.409,P.O. Box 34442,Seattle,Starbucks,WA,98124,null,94102,H25
170 O'Farrell St Lower Level,338615,35884,Tortilla Kitchen,San Francisco,37.7865,-122.407,7 WEST 7TH ST 17TH FL,CINCINNATI,MACYS WEST STORES INC,OH,45202,null,94102,H25
1192 Market St,111663,35920,Orpheum Theatre,San Francisco,37.7789,-122.415,"1182 Market Street, Suite 200",San Francisco,"Shorenstein Hays Nederlander Theatres, LLC",CA,94102,null,94102,H86
340 Grove St,424168,36179,Sage Cafe,San Francisco,37.778,-122.422,340 Grove St,San Francisco,Muse and Sage Inc   Sidney Wong,CA,94102,null,94102,H25
250 Golden Gate Ave,445761,36744,El Castillito Taqueria Star,San Francisco,37.7818,-122.415,250 Golden Gate Ave,San Francisco,Sadot Reyes,CA,94102,null,94102,H25
465 Grove St,424802,36861,Double Decker,San Francisco,37.7777,-122.424,465 Grove St,San Francisco,3 Of A Kind Corporation   John Situ,CA,94102,null,94102,H24
Approved Public Locations,928124,37182,Munch A Bunch Catering,null,null,null,"876 Mills Ave, Apt B",San Bruno,Guillermo Galicia,CA,94066,14150454835,94102,H76
272 McAllister St,423454,37344,Civic Restaurant & Bar,San Francisco,37.7806,-122.416,"95 McCoppin St, Suite E202",San Francisco,"The Industry Group, LLC   Rene Denis",CA,94103,null,94102,H26
400 Geary St,429149,37651,Jack In The Box #545,San Francisco,37.7872,-122.41,P O Box 1810,Chino Hills,Gul Food Management Inc,CA,91709,14155670868,94102,H29
178 Valencia St,423832,38112,Pizza Zone & Grill,null,37.7798,-122.419,178 Valencia,SF,Yusuf Ibrahim,CA,94102,null,94102,H25
301 Powell St,398979,38339,Westin St. Francis - The Clock Bar,San Francisco,37.7874,-122.408,335 Powell St,San Francisco,DTRS St. Francis LLC,CA,94102,null,94102,H86
606 Geary St,430716,38606,Milan,San Francisco,37.7867,-122.413,606 Geary St,San Francisco,Alhakim Husni,CA,94102,null,94102,H24
982 Market St,938724,39295,Warfield Theatre/F & B Associates,San Francisco,37.7826,-122.41,982 Market St,San Francisco,"F & B Associates   Dick Alton, President",CA,94102,null,94102,H24
251 Geary St 4th Floor,338615,39495,Macy's West - Starbucks Coffee Company,San Francisco,37.7874,-122.407,7 WEST 7TH ST 17TH FL,CINCINNATI,MACYS WEST STORES INC,OH,45202,null,94102,H25
511 Laguna St,430835,39513,Domo,SF,37.7759,-122.426,3322 Steiner Street,SF,"Lucus Ventures, Inc.",CA,94123,null,94102,H24
620 Sutter St  2nd Floor,364643,39936,Sodexo at Academy of Art University,San Francisco,37.789,-122.411,P O Box 352,Buffalo,"Sodexo America, LLC",NY,14240,null,94102,H25
201 Octavia St,429796,57751,Mercury Cafe,San Francisco,37.7739,-122.424,201 Octavia St,San Francisco,Nicholas Parker,CA,94102,null,94102,H24
205 Oak St,434479,58710,Otoro,San Francisco,37.7749,-122.423,205 Oak St,San Francisco,CJLT Corporation   Linda Wong,CA,94102,null,94102,H24
201 Fell St,436466,59041,Nina's Cafe,San Francisco,37.7761,-122.421,201 Fell St,San Francisco,Rossi Mas,CA,94102,null,94102,H24
115 Mason St,334661,59153,Union Square Sports Bar,San Francisco,37.7845,-122.409,115 Mason St,San Francisco,"Union Square Sports Bar Inc   John D Smith, President",CA,94102,null,94102,H87
83 Eddy St,393387,59178,Little Delhi India Restaurant,San Francisco,37.7844,-122.409,83 Eddy St,San Francisco,Bandhan LLC   Indrajit Ghosh,CA,94102,null,94102,H26
490 Geary St,911169,59422,Aveline / The European,San Francisco,37.787,-122.411,490 Geary St,San Francisco,WSF Beverage Corporation   Warren Chiu,CA,94102,null,94102,H25
495 Geary St Mezzanine,327363,59744,Clift Hotel - Banquet Kitchen,San Francisco,37.787,-122.411,495 Geary St,San Francisco,Clift Holdings LLC,CA,94102,null,94102,H26
84 Turk St,305411,59828,Tip Top Market,San Francisco,37.7833,-122.411,84-90 Turk St,San Francisco,Karim F Rantisi,CA,94102,null,94102,H07
415 Ellis St,438544,60043,U S Smoke Shop,San Francisco,37.7848,-122.413,415 Ellis St,San Francisco,Saleh Mohamed Aldohmi,CA,94102,null,94102,H03
1020 Market St,440368,60345,Showdogs,San Francisco,37.7818,-122.411,1020 Market St,San Francisco,Showdogs LLC   David P Addington,CA,94102,null,94102,H24
10 Mason St,440317,60354,Taqueria Castillo B,San Francisco,37.7835,-122.409,10 Mason St,San Francisco,"Taqueria Castillo B, A California Corporation",CA,94102,null,94102,H25
86 McAllister St,440317,60355,Taqueria Castillo B,San Francisco,37.781,-122.414,86 McAllister St,San Francisco,"Taqueria Castillo B, A California Corporation",CA,94102,null,94102,H25
170 O'Farrell St Basement,338615,60697,Macy's Mixed Greens,San Francisco,37.7865,-122.407,7 WEST 7TH ST 17TH FL,CINCINNATI,MACYS WEST STORES INC,OH,45202,null,94102,H24
211 O'Farrell St,441377,60711,Cako Bakery,San Francisco,37.7864,-122.408,211 O'Farrell St,San Francisco,"Cako Bakery, LLC   John Chu",CA,94102,null,94102,H89
516 Geary St,428530,61032,Bel Clift Market,San Francisco,37.787,-122.412,516 Geary St,San Francisco,"Soma Wines & Spirits, Inc   Oussama Mannaa",CA,94102,null,94102,H03
251 Geary St 6th Floor,443032,61180,Burger Bar SF,San Francisco,37.7874,-122.407,2915 Lake East Drive,Las Vegas,Burger Bar SF   James Beauparlant,NV,89117,null,94102,H26
650 Gough St,440882,61357,Smuggler's Cove,San Francisco,null,null,650 Gough St,San Francisco,"Fogcutter Industries, Inc   Martin Cate",CA,94102,null,94102,H87
112 Hyde St,444038,61618,SF Princess Market,San Francisco,37.7818,-122.415,112 Hyde St,San Francisco,Saleh Ali Mohamed,CA,94102,null,94102,H03
1946 MARKET St,367492,61823,Sushi Delight,S.F.,37.7702,-122.426,741 Cambridge Street,San Francisco,Raymond Z. Cao,CA,94134,null,94102,H24
290 GOLDEN GATE Ave,445082,61953,Allstars Donuts & Burgers,SAN FRANCISCO,37.7817,-122.415,290 Golden Gate Ave,San Francisco,Van Sinoun,CA,94102,14155905399,94102,H24
123 Eddy St,445538,62064,California Grocery,San Francisco,37.7843,-122.41,28222 Lustig Ct #15,Hayward,"NSAS, Inc   Navjinder Pal Singh",CA,94544,14155448608,94102,H07
16th and shotwell St,384320,62277,tacos san buena,null,37.7798,-122.419,180 Nyla Ave.,SSF,"Santana ESG, Inc",CA,94080,14155556127,94102,H79
1220 Market Street,394504,62308,Sam's Diner,SF,37.7785,-122.415,1220 Market Street,San Francisco,Sam Inc.  Jeannie Kim,CA,94102,14155628590,94102,H25
1 Hallidie Plaza,445008,62443,Cable Car City Pub & Cafe,null,37.7837,-122.409,217 Kearny St.,San Francisco,"Cable Car Pub, LLC",CA,94108,14155397600,94102,H26
"10 United Nations Plaza, 6th Floor  6th Floor",350793,62445,Bistro 10 UN,San Francisco,37.7804,-122.413,"210 6th Avenue, 33rd Floor",Pittsburgh,"TAIC-San Francisco, Inc.",PA,15222-2603,14155274001,94102,H26
390 GOLDEN GATE Ave,414301,62462,Gateway Croissants,SAN FRANCISCO,37.7815,-122.417,390 Golden Gate Ave.,San Francisco,Jian Sheng Wu,CA,94107,null,94102,H25
"222 Mason St, 2nd Floor",168378,62550,ANZU Restaurant,San Francisco,37.7856,-122.41,222 Mason Street,San Francisco,"DATAM S.F., LLC",CA,94102,14155391111,94102,H26
"222 Mason St,  B1st Floor",168378,62551,Hotel Nikko-San Francisco - Harmony Room,San Francisco,37.7856,-122.41,222 Mason Street,San Francisco,"DATAM S.F., LLC",CA,94102,14155391111,94102,H26
"222 Mason St, 3rd Floor",168378,62552,Hotel Nikko SF - Banquet Prep/Service Room,San Francisco,37.7856,-122.41,222 Mason Street,San Francisco,"DATAM S.F., LLC",CA,94102,14155391111,94102,H26
232 O'Farrell St,344493,62674,Chipotle Mexican Grill #1230,San Francisco,37.7864,-122.409,"1401 Wynkoop St., #500 (Licensing)",Denver,"Chipotle Mexican Grill, Inc.",CO,80202,null,94102,H26
582 HAIGHT St,448775,62706,Molotov's,SF,37.772,-122.432,582 Haight Street,SF,Two Nickels Inc.,CA,94117,null,94102,H86
800 TURK St,448235,62778,Turk Street Shell,SF,37.7818,-122.422,41805 Albrae Street,Fremont,"Au Energy, LLC",CA,94538,null,94102,H03
1244 Market St,361787,63150,Local Diner,San Francisco,37.7783,-122.415,"1640 Steiner Street, Apt. B",San Francisco,Christopher T. Kim,CA,94115,14155250247,94102,H25
39 MASON,450988,63503,Mason Street Deli and Market,SF,37.7841,-122.409,39 Mason Street,San Francisco,Hifdallah Ahmed Homran and Arkan Ali Hassan Alwasyi,CA,94102,14155624312,94102,H07
55 CYRIL MAGNIN St,450583,63554,Kin Khao Thai Eatery,SF,37.785,-122.409,55 Cyril Magnin Street,San Francisco,Pakin Corporation / Unaloma Techamuanvivit,CA,94102,null,94102,H25
77 Van Ness Ave #100,451321,63619,Subway Sandwiches,null,37.7761,-122.419,PO Box 640900,San Francisco,"Lower Lake Subway, Inc. Chirayu Patel",CA,94164,14155981866,94102,H24
450 Powell St Basement,450210,63651,SFDH - Employee Cafeteria,San Francisco,37.7889,-122.409,2 Bethesda Metro Center #1530,Bethesda,Huskies Lessee LLC,MD,20814,14155397755,94102,H24
450 Powell St 2nd Floor,450210,63652,SFDH - Banquet Main Kitchen,San Francisco,37.7889,-122.409,2 Bethesda Metro Center #1530,Bethesda,Huskies Lessee LLC,MD,20814,14155397755,94102,H26
450 Powell St 1st Floor,450210,63653,SFDH - Scala's Bistro Restaurant,San Francisco,37.7889,-122.409,2 Bethesda Metro Center #1530,Bethesda,Huskies Lessee LLC,MD,20814,null,94102,H26
450 Powell St 1st Floor,450210,63654,SFDH - Scala's Bistro Bakery,San Francisco,37.7888,-122.408,2 Bethesda Metro Center #1530,Bethesda,Huskies Lessee LLC,MD,20814,null,94102,H88
497 OAK St,450734,63800,Oak Hill Market,SF,37.7744,-122.427,"930 Mission Rd., Apt.#33",South S.F.,Rami Hatter,CA,94080,null,94102,H03
298 GOUGH St,448581,63804,Bai Thong Thai Cuisine,SF,37.7757,-122.423,22 Caine Avenue,San Francisco,Salakjit K. Hagerty,CA,94112,null,94102,H25
620 Jones St,460458,64008,Jones,null,37.7871,-122.413,"14 Cumberland Street, #5",San Francisco,"Metropol Entertainment Corp. / Peter Glikshtern, President",CA,94110,null,94102,H26
700 Sutter St,938813,64236,Sutter Pub and Restaurant,null,37.7888,-122.412,601 Sutter Street,San Francisco,"Roxanne-Sotano, Inc. / Henry Hejazi",CA,94102,null,94102,H24
50 Mason St,423454,64313,50 Mason Social House,San Francisco,37.7839,-122.409,"322 6th Street, Unit #1",San Francisco,"Industry Group, LLC / Rene Denis, Managing Partner; Ed Ivey; Matt Norris",CA,94103,null,94102,H86
450 Powell St 1st Floor,450210,64621,SFDH - Lobby Bar,null,37.7888,-122.408,"2 Bethesda Metro Center, #1530",Bethesda,Huskies Lessee LLC,MD,20814,null,94102,H86
203 Octavia St,453738,64682,Straw,San Francisco,37.7739,-122.424,203 Octavia Street,SF,Live Awake LLC,ca,94102,null,94102,H24
1 Dr Carlton B. Goodlett Pl Basement,316211,64745,Mint,null,37.7785,-122.418,800 Hacienda Way,Millbrae,NASRA R NASRA R NASRA H ET AL,CA,94030,null,94102,H24
1390 Market St Suite 110,120607,64805,Andersen Bread,null,37.7771,-122.417,30703 San Clemente Street,Hayward,"Andersen America, Inc. / Nobumitsu Kobayashi and Tad Saito",CA,94544,14150427100,94102,H24
498 O'Farrell St,482684,64938,Xpress Market,San Francisco,37.7859,-122.413,498 O'Farrell Street,San Francisco,"Xpress Market, Inc. / Khaled Mashal, CEO; Hakeem Mashal, Treasurer",CA,94102,14155923063,94102,H07
301 Hayes St,451456,64940,The Grove-Hayes,null,37.777,-122.421,"c/o The Grove, 690 Mission Street",San Francisco,"GCT, Inc. / Kenneth Zankel and Anna Zankel",CA,94105,14155623953,94102,H26
601 Van Ness Ave Suite F,454835,64975,2G Japanese Brasserie,SF,37.7815,-122.421,"601 Van Ness Ave., Suite F",SF,J & R Nakaki LLC,CA,94102,null,94102,H26
307 Hayes St,462031,65066,Lers Ros Thai Noodle,null,37.777,-122.421,730 Larkin Street,San Francisco,Lers Ros & Red / Narupon Silargorn,CA,94109,null,94102,H25
432 Octavia St,454419,65240,Smitten Ice Cream,null,37.7761,-122.424,1459 18th Street PMB 312,San Francisco,"Smitten Ice Cream, LLC / Robyn Goldman",CA,94107,null,94102,H24
147 Mason St,380639,65283,Subway,null,37.7849,-122.409,1457 Lake Street,San Francisco,Baysubway 03 / Robert W. Jones,CA,94118,null,94102,H24
1760 Market St,457854,65408,Rebel,SF,37.7722,-122.423,1760 Market St.,SF,"Furious Ferret, Inc.",CA,94102,null,94102,H86
399 GROVE St,111067,65872,Boxing Room,S.F.,37.7778,-122.423,450 GOUGH ST 2ND FL,SAN FRANCISCO,THE ABSINTHE GROUP INC,CA,94102,null,94102,H26
432 Octavia St #1B,432169,66185,"Ritual Coffee Roasters, Inc.",null,37.7761,-122.424,1050 Howard Street,San Francisco,"Ritual Coffee Roasters, Inc. / Eileen Hassi",CA,94103,null,94102,H24
1400 MARKET St,457938,66219,Little Griddle,SAN FRANCISCO,37.7762,-122.418,1400 Market Street,San Francisco,John Chow,CA,94102,null,94102,H24
1 United Nations Plaza,383342,66675,United Nations Cafe,San Francisco,37.7805,-122.414,"611 E. 12th Street, #205",Oakland,Rada Ming,CA,94606,null,94102,H24
634 Polk St,451690,66694,Streets,null,37.7825,-122.419,2854-A Golden Gate Avenue,San Francisco,Scott Sakuda,CA,94118,null,94102,H24
1 Dr Carlton B Goodlett Pl Ground Floor,316211,66709,MINT,S.F.,37.7785,-122.418,800 Hacienda Way,Millbrae,NASRA R NASRA R NASRA H ET AL,CA,94030,null,94102,H24
579 Hayes St,459189,66932,Two Sisters Bar and Books,San Francisco,37.7765,-122.426,160 Happy Acres Road,Los Gatos,"Diaz-Elliott, LLC",CA,95032,14155863655,94102,H24
1 United Nations Plaza,478168,66979,The Hummus Guy,null,null,null,PO BOX 750866,Petaluma,The Hummus Guy Corp. / Mohamed Cherif,CA,94975,null,94102,H34
527 Sutter St,433191,67063,7-Eleven #2366-34977,null,37.7891,-122.409,"7-Eleven Inc., P.O. Box 219088",Dallas,Yahya Haidarach Aldabyani,TX,75221,null,94102,H28
424 Octavia St,462695,67184,Biergarten,null,37.776,-122.424,525 Laguna Street,San Francisco,"Biergarten, LLC / Fabricio Wiest, Aaron Hulme, Matthew Johansen, Matt Hulme",CA,94102,null,94102,H24
625 Polk St Basement,364643,67246,Sodexo @ Academy of Art University,SAN FRANCISCO,37.7825,-122.419,PO BOX 352,BUFFALO,SODEXHO AMERICA LLC,NY,14240,null,94102,H26
625 Polk St 1st Floor,364643,67250,Sodexo @ Academy of Art University,SAN FRANCISCO,37.7825,-122.419,PO BOX 352,BUFFALO,SODEXHO AMERICA LLC,NY,14240,null,94102,H25
687 MCALLISTER St,460967,67356,Indigo Restaurant,SAN FRANCISCO,37.7797,-122.423,687 McAllister Street,San Francisco,"Indigo Pie, LLC / Michael Whang",CA,94102,null,94102,H26
409 Gough St,463425,67786,Dobbs Ferry Restaurant,null,37.7771,-122.423,409 Gough Street,San Francisco,"Lucca Restaurant Group, LLC / Scott Broccoli",CA,94102,null,94102,H26
335 Kearny St,464582,67865,Foundation Cafe & Bakery,null,37.7798,-122.419,24 San Benito Way,San Francisco,"Felucca, LLC / Melissa Louise L. Sobrepena",CA,94127,null,94102,H24
776 Market St,30032,68287,Walgreens #13669,null,37.786,-122.406,PO Box 901,Deerfield,Walgreens Co.,IL,60015,null,94102,H07
730 Market St,30032,68295,Walgreens #4680,San Francisco,37.7871,-122.404,PO Box 901,Deerfield,Walgreens Co.,IL,60015,null,94102,H08
608 Geary St,465304,68360,Pharaohs,San Francisco,37.7868,-122.413,70 Baldwin Avenue,Daly City,"Elmorsy, Inc. / Nasef Ahmed",CA,94015,null,94102,H24
426 LARKIN St,464104,68626,Balo Vietnamese Eatery,SF,37.7817,-122.417,"451 7th Avenue, #3",San Francisco,Thaihoa Tran,CA,94118,null,94102,H24
301 Turk St,466428,68629,TL Tobacco & Market,San Francisco,null,null,920 Union Street,Oakland,Marya A. Al Aremi,CA,94607,null,94102,H07
170 O'Farrell St 3rd Floor,467018,68690,Tout Sweet Patisserie,null,37.7865,-122.408,"3450 3rd Street, #4D",San Francisco,"Tout Sweet Pastry Company, Inc. / Yigit Pura, Marilyn Pederson, Janet Griggs",CA,94124,null,94102,H24
449 Powell St 2nd Floor,945623,68764,Golden Gate Grill,San Francisco,null,null,"500 Sutter Street, Suite 708",San Francisco,"Lori's Diner International, Inc.",CA,94102,null,94102,H26
570 LARKIN St,464862,68774,Fox Market,SF,37.783,-122.417,545 Clyne Court,Benecia,"V. G. Liquor Corp./ Dipak B. Gandhi, President",CA,94510,null,94102,H07
401 Gough St,469260,69110,Chez Maman,San Francisco,37.7769,-122.423,401 Gough Street,San Francisco,"Dado. LLC / David J. Alexander, Marc Henri Sempere, Jocelyn Bulow",CA,94102,null,94102,H24
1408 MARKET St,467561,69121,"Mavelous, LLC",SAN FRANCISCO,37.7761,-122.418,1735 Lake Street,San Mateo,"Mavelous, LLC / Phillip Ma",CA,94403,null,94102,H24
692 Sutter St,468780,69150,L'Ottavo Ristorante,San Francisco,37.7889,-122.412,"355 1st Street, Unit S806",San Francisco,Pongsit Boonutis and Suparaporn Pataveesamut,CA,94105,null,94102,H26
Off The Grid,477651,69215,The Rib Whip (#1/Cedar Hill),null,37.7798,-122.419,1017 Crane Ave,Saint Helena,Ribwich LLC,CA,94576,null,94102,H79
333 FULTON St,469824,69288,Plaj Restaurant & Bar,SF,37.7789,-122.422,11323 Brockway Road,Truckee,Soul of Scandinavia Corporation / Roberth Sundell,CA,96161,null,94102,H25
420 Geary St,463124,69387,Chabaa Thai Cuisine,San Francisco,37.7872,-122.41,420 Geary Street,San Francisco,Chabaa Thai Cuisine 420 Inc.,CA,94102,14155343121,94102,H25
520 Gough St,467902,69388,Dragoneats,San Francisco,37.7784,-122.423,1930 Sacramento Street #2,San Francisco,Vu Q. Lam,CA,94109,null,94102,H24
