address,business_certificate,business_id,business_name,city,latitude,longitude,owner_address,owner_city,owner_name,owner_state,owner_zip,phone_number,postal_code,tax_code
1802 BALBOA St,398587,3165,HAN IL KWAN,SF,37.7766,-122.478,1802 BALBOA ST.,SAN FRANCISCO,CNJ CROSS CORP.,CA,94121,14153598244,94121,H26
5540 GEARY Blvd,345196,3189,MOSCOW & TBILSI BAKERY STORE,SF,37.7804,-122.479,5540 GEARY BLVD.,SAN FRANCISCO,MOSCOW & TBILISI BAKERY STORE INC,CA,94121,null,94121,H26
2332 CLEMENT St,344662,3206,PPQ Vietnamese RESTAURANT,SF,37.7821,-122.484,2332 CLEMENT ST,SF,"PPQ., INC.",CA,94121,null,94121,H26
5929 GEARY Blvd,367829,3229,TOMMYS MEXICAN RESTAURANT,SF,37.7801,-122.483,7328  Geary BLVD,SF,"BERMEJO, TOMAS",CA,94121,null,94121,H26
1000 GREAT HIGHWAY,944781,3485,THE BEACH CHALET BREWERY & REST.,SF,37.7703,-122.511,1000 GREAT HIGHWAY,SF,"THE BEACH CHALET, L.P.",CA,94121,null,94121,H26
5821 GEARY Blvd,931050,3591,TON KIANG RESTAURANT #2,SF,37.7801,-122.482,5821 GEARY BLVD,SF,"TON KIANG RESTAURANT, INC.",CA,94121,null,94121,H26
850 La Playa St,24669,3595,SAFEWAY #785,SF,37.7723,-122.51,850 LA PLAYA,SF,"SAFEWAY STORES, INC.",CA,94121,null,94121,H81
5800 GEARY Blvd,345981,3888,AZIZA RESTAURANT,SF,37.7803,-122.482,5800 GEARY BLVD,SF,KASBAH LLC,CA,94121,null,94121,H26
6135 GEARY Blvd,442851,3951,KIRIN RESTAURANT,S.F.,37.78,-122.485,6135 GEARY BLVD,SAN FRANCISCO,HENRY & SYLVIA INC,CA,94121,null,94121,H26
6150 Geary Blvd,108345,4081,Trad'r Sam,SF,37.7802,-122.485,6150 Geary Blvd.,SF,"Munguia, John",CA,94121,null,94121,H86
3625 BALBOA St,199160,4085,HOCKEY HAVEN,SF,37.7757,-122.498,3625 Balboa St.,SF,"FINLAY, JOSEPHINE",CA,94121,null,94121,H26
5346 GEARY Blvd,302958,4096,NAG'S HEAD,SF,37.7806,-122.477,5346 GEARY BLVD,SF,Michelle Munhee Kang,CA,94118,null,94121,H86
2449 BALBOA St,304516,4650,BALBOA BI-RITE MARKET,SF,37.7762,-122.485,2449 BALBOA ST,SF,SAETANG INC.,CA,94121,null,94121,H07
5957 GEARY Blvd,432429,5077,SEAKOR DELI,S.F.,37.7801,-122.483,5957  GEARY Blvd,S.F.,"SIKORA, JOSEPH",CA,94121,null,94121,H28
3433 ANZA St,95201,5773,MORRILL RETIREMENT HOME,SF,37.7781,-122.485,3433 Anza,SF,"PARK, BYUNG J.",CA,94121,null,94121,H38
5615 GEARY Blvd,137904,6752,MARTELL'S LIQUORS,SF,37.7802,-122.48,5615 Geary BLVD,SF,"CHUNG, CHONG KWANG",CA,94121,null,94121,H03
2400 Clement St,367144,6775,TIGERS LIQUORS,SF,37.7821,-122.485,2400 Clement ST,SF,Tamer N. Massis,CA,94121,null,94121,H03
3950 BALBOA St,201844,6787,RICHMOND MARKET,SF,37.7756,-122.501,3950 BALBOA St,S.F.,"MASSIS, JAD I",CA,94121,null,94121,H03
6000 GEARY Blvd,22971,6803,CARL & DAN'S CHEVRON,SF,37.7803,-122.484,6000 Geary Blvd.,SF,"Carl & Dan's Chevron, Inc.",CA,94121,null,94121,H03
2354 CLEMENT St,917241,6819,25TH & CLEMENT PRODUCE MKT,SF,37.7821,-122.484,2354 Clement St.,SF,"Johnson, Spiros & Odeh, Rola S",CA,94121,null,94121,H03
1905 Clement St,917232,7283,33 Mart,San Francisco,37.7822,-122.48,1905  Clement St,San Francisco,"Truong, Quy T.K.",CA,94121,null,94121,H03
746-750 LA PLAYA St,319709,7488,EUROPA EXPRESS,S.F.,37.7742,-122.51,746-750  LA PLAYA St,S.F.,"RDM EXPRESS, INC.",CA,94121,14155644917,94121,H07
3149 BALBOA St,944591,7559,BETTER FOOD MARKET,SF,37.7759,-122.492,3149 BALBOA ST,SF,"WOLDEMICAEL, YEMANE",CA,94121,null,94121,H03
3121 clement st,201121,9298,El Mansour,SF,37.7816,-122.493,5389 CERRO SUR,EL SOBRANTE,VEERAWAT TANVERAKUL & HOUDA TANVERAKUL,CA,94803,null,94121,H25
2301 Clement St,435165,10876,ERNESTO'S,SF,37.782,-122.484,619 PLYMOUTH WAY,BURLINGAME,JAMES CHARAS &  ANAST MERMEGAS,CA,94010,null,94121,H25
6900 GEARY BLVD,387081,14568,THE Art Bistro,SF,37.7797,-122.494,4210 BALBOA ST #206,SF,"SAWASDEE, MANAJAN",CA,94121,null,94121,H24
5850 GEARY BLVD,393441,17947,Um Ma Son,SF,37.7803,-122.482,5850 Geary Blvd.,SF,Fendy Setiawan Wong & Young Sook Kim,CA,94121,null,94121,H24
3614 BALBOA St,360768,18102,Kim Son Restaurant,SF,37.7757,-122.498,1685 Via Lacqua,San Lorenza,Sen Thi Trinh,CA,94580,14155815413,94121,H25
200 23rd Ave,395439,18443,Rumble Fish,SF,37.7838,-122.483,200 23rd Ave.,SF,Taro Miyoshi,CA,94121,null,94121,H25
5650 Geary Blvd,348163,19002,Subway Sandwiches,SF,37.7804,-122.48,PO BOX 640900,SF,"PRACHIMA, INC.",CA,94164,null,94121,H24
3129 CLEMENT St,397522,24457,Tee Off Bar & Grill,SF,37.7816,-122.493,3129 Clement St.,SF,"Paul Groarke, Krystal Gilmer & Jeff Gilmer",CA,94121,null,94121,H26
3641 BALBOA ST,402903,27949,Shanghai House,SF,37.7757,-122.498,3641 BALBOA ST.,SAN FRANCISCO,SHANGHAI HOUSE,CA,94121,null,94121,H24
545 Point Lobos Ave,431662,32556,Seal Rock Inn Restaurant,SF,37.7799,-122.509,545 Point Lobos Ave.,SF,Andreas E. Psarras,CA,94121,null,94121,H24
4450 CABRILLO St,404113,32698,Hunan Cafe #2,SF,37.7734,-122.507,1639 22nd Ave.,SF,Lily Hom,CA,94122,null,94121,H24
5733 GEARY Blvd,414052,33568,Little Tokyo,S.F.,37.7802,-122.481,3588 Pimlico Dr.,Pleasanton,Jeom Rye Lee,CA,94588,null,94121,H26
7501 GEARY Blvd,352762,34046,Oceanview Market and Deli,SF,37.7794,-122.5,2639 Balboa St.,SF,Sasitan Inc.,CA,94121,null,94121,H07
6146 Geary Blvd,420284,34787,Hollywood Food Center,SF,37.7801,-122.486,6146 Geary Blvd,San Francisco,"Agnes Enterprises, INC",CA,94121,null,94121,H28
2448 Clement St,422876,35805,Hard Knox Cafe,SF,37.782,-122.486,2526 3rd Street,San Francisco,HKC LLC,CA,94107,null,94121,H25
3199 CLEMENT St,421458,36571,Pagan Restaurant,S.F.,37.7816,-122.493,3199 Clement,SF,Pagan Restaurant LLC,CA,94121,null,94121,H25
2512 Clement St,336727,37633,100% Dessert Cafe,San Francisco,37.782,-122.486,76 Exeter St.,SF,Oi Wah Lu,CA,94124,null,94121,H24
5901 GEARY Blvd,428908,37882,First Cake,SF,37.7801,-122.483,1923 Pacheco St.,SF,Lizhong Lin,CA,94116,null,94121,H88
6001 California St,429733,38072,6001 California Market,SF,37.784,-122.482,2920 24th Ave.,SF,"Evergrow Investments Inc., Shelly Wienke, Pres., Darryl Wienke, VP",CA,94132,null,94121,H28
5701 California St,438286,38961,New California Food Market,San Francisco,37.7841,-122.479,2159 Willow Pass Rd,Pittsburg,"Naser Adeeb Aljalamdeh, Mona Habash",CA,94565,null,94121,H03
3536 BALBOA St,433405,39608,Balboa Teriyaki,SF,37.7758,-122.497,280 Miramar Ave.,SF,"Hana John, Inc.",CA,94112,null,94121,H24
5454 GEARY Blvd,433943,39695,Volcano Kitchen,SF,37.7805,-122.478,"1334 Castro St., #1",SF,Wakaba Inc.,CA,94114,null,94121,H25
211 23rd Ave,434581,40217,Pizzetta 211,S.F.,37.7838,-122.483,211 23rd Avenue,SF,"Pizzetta Restaurants, Inc.",CA,94121,null,94121,H24
6157 GEARY Blvd,434463,57628,Cafe Enchante,SF,37.78,-122.485,6157 Geary Blvd.,SF,"Lay & Thong, LLC",CA,94121,null,94121,H25
100 34th Ave,164162,57755,Events Management @ Legion of Honor,SF,37.7857,-122.5,350 Florida Street,SF,"Events Management, Inc.",CA,94110,null,94121,H26
1829 Clement St,432716,59289,Golden Gate Dim Sum Seafood,SF,37.7822,-122.479,1829 Clement St.,SF,Golden Gate Dim Sum Inc.,CA,94121,null,94121,H26
6903 Geary Blvd,438131,59520,Sugarcane SF,SF,37.7797,-122.494,579 28th Ave.,SF,Philip Siu Shu Chin,CA,94121,null,94121,H24
5851 GEARY Blvd,441288,60782,Liberty Market,SF,37.7801,-122.482,5851 Geary Blvd.,SF,"Liberty Market, Inc.",CA,94121,null,94121,H07
6905 Geary Blvd,444520,61641,Donairo's Pizza,SF,37.7797,-122.494,6905 GEARY BLVD.,SAN FRANCICSO,DONAIRO'S PIZZA LLC,CA,94121,null,94121,H24
5549 GEARY Blvd,388932,61728,Emma's Coffeehouse,SF,37.7803,-122.479,499 33rd Ave #102,SF,Elena Lazareva,CA,94121,null,94121,H24
5625 GEARY Blvd,424572,62072,John Campbell's Irish Bakery,S.F.,37.7802,-122.48,12 Putnam,SF,John Campbell,CA,94121,null,94121,H88
301 25th Ave,445239,62360,California 76,S.F.,37.7838,-122.485,301 25th Ave.,SF,Muath Zghaul,CA,94121,null,94121,H03
6127 GEARY Blvd,442156,62765,Great India Restaurant,SF,37.78,-122.485,6127 Geary,SF,Great India Restaurant Inc.,CA,94121,null,94121,H26
377 32nd Ave,455171,64307,CVS Pharmacy #4675,SF,null,null,One CVS Drive,Woonsocket,Garfield Beach CVS LLC,RI,02895,null,94121,H05
3319 BALBOA St,454344,64466,Shanghai Dumpling King,SF,37.7758,-122.494,3319 Balboa,SF,Liang Qiang Restaurant Inc.,CA,94121,null,94121,H25
2435 Clement St,430289,65337,Layaly,San Francisco,null,null,2435 Clement St.,SF,Layaly Grill Inc.,CA,94121,null,94121,H25
5625 GEARY Blvd,444190,65692,Blarney Stone,S.F.,37.7802,-122.48,5625 Geary Bld.,SF,415 Roots LLC,CA,94116,null,94121,H25
5716 GEARY BLVD,459412,66418,Turtle Tower Restaurant,SF,37.7803,-122.481,5716 Geary Blvd.,SF,"CJQuan, LLC",CA,94121,null,94121,H25
3141 Clement St,465215,66972,Akiba,SF,37.7816,-122.493,3141 Clement St.,SF,Akiba Corp.,CA,94121,null,94121,H24
2121 CLEMENT St,463511,66990,Bai Som Thai Kitchen,SF,37.7821,-122.482,2431 43rd Ave.,SF,Sakol Vichitkunaporn,CA,94116,null,94121,H25
6314 Geary Blvd,436025,67043,Jang Soo BBQ,SF,37.7801,-122.487,"1425 Fillmore St., #306",SF,Hyojoo Lee,CA,94115,null,94121,H25
7070 California St,480789,67093,Katherine Delmar Burke School,null,37.7836,-122.493,7070 California St.,SF,Katherine Delmar Burke School,CA,94121,null,94121,H91
3524 BALBOA St,470775,67625,Balboa Liquor & Deli Inc.,SF,37.7758,-122.497,3524 Balboa St.,San Francisco,Balboa Liquor & Deli Inc.,CA,94121,null,94121,H03
503 33rd Ave,465222,68196,Happy Yogurt,SF,37.7796,-122.493,2512 Humboldt Ave,Oakland,Xue Ling Zhao,CA,94601,null,94121,H24
3630 BALBOA St,465300,68259,Balboa Theater,SF,37.7758,-122.498,3630 Balboa Street,San Francisco,"CINEMASF, LLC",Ca,94121,14155759366,94121,H24
4052 BALBOA St,465993,68403,Empero Taste,SF,37.7755,-122.502,452A Santa Clara Av,Alameda,Pineapple LLC,CA,94501,null,94121,H26
3624 BALBOA St,449960,68412,"Purple Kow, Kams",SF,37.7758,-122.498,3624 Balboa,SF,Sakatara LLC.,CA,94121,null,94121,H26
3519 Balboa St,465439,68493,Cassava Bakery & Cafe,SF,37.7757,-122.496,"2659 Lombard, #204",SF,"Toliao Ioroi Holdings, LLC",CA,94123,null,94121,H24
3512 BALBOA St,467182,68716,The Sweet House,S.F.,37.7758,-122.496,2714 Clement Street,San Francisco,Kelly Guo and Tay Hai Tran,Ca,94121,14155871388,94121,H24
5423 GEARY Blvd,467236,68718,Swamp,S.F.,null,null,1667 9th Avenue,San Francisco,"Perilla, Inc",Ca,94122,14155253781,94121,H25
5420 Geary Blvd,467766,68784,Joe's Ice Cream,SF,37.7805,-122.478,265 Fairway Dr.,Novato,"Joe's Ice Cream, LLC",CA,94949,null,94121,H25
2314 Clement St,469006,69207,Ilana Cafe,S.F.,37.7821,-122.484,2314 Clement St.,SF,"Ilana Coffee, Inc.",CA,94121,null,94121,H24
970 47th Ave,484289,69664,Golden Gate Park Golf Course,SF,null,null,P.O. Box 22233,San Francisco,Golden Gate Park & Golf Development Foundation,CA,94122,14155758987,94121,H24
2450 Clement St,472021,69957,Daigo Sushi,SF,null,null,2507 38th Ave.,SF,Minamoto LLC,CA,94116,null,94121,H24
6253 GEARY Blvd,472860,70281,Shai Lai Seafood Restaurant,SAN FRANCISCO,null,null,1547 29th Ave,SF,"KH & Z, Inc.",CA,94122,14155617349,94121,H26
2201 CLEMENT St,473898,70778,"Honey B, Inc.",S.F.,null,null,2201 Clement St.,SF,"Honey-B, Inc.",CA,94121,null,94121,H24
2254 Clement St,356372,70971,Cigarette Depot,SF,37.7821,-122.483,2017 Constitution Ct,San Leandro,Abeba Woldetensae,CA,94579,null,94121,H03
5322 Geary Blvd,473851,70996,Hong Kong Lounge,SF,37.7805,-122.477,5322 Geary Blvd.,SF,New Hong Kong Lounge Inc.,CA,94121,null,94121,H26
6050 Geary Blvd,475817,71301,SF Desserts LLC,SF,null,null,"6050 Geary Blvd., #101A",SF,Christy Tran,CA,94121,null,94121,H24
5827 GEARY Blvd,475604,71373,Golden River Restaurant,SF,37.7801,-122.482,5827 Geary Blvd.,San Francisco,Golden River Restaurant,CA,94121,14155665105,94121,H26
835 Jamestown Ave,475652,71422,Golden Catering,null,null,null,"30166 Industrial Parkway, SW, #333",Hayard,Jimmy Le,CA,94544,null,94121,H79
6901 Geary Blvd,475956,71532,Xpresso Tea,SF,37.7797,-122.494,1167 Pine St. Apt7,SF,Rong Rui Chen,CA,94109,14155277367,94121,H24
5323 Geary Blvd,484006,71640,Beluga Restaurant,null,null,null,5323 Geary Blvd.,San Francisco,"Beluga Holdings, Inc",CA,94121,14155517718,94121,H25
5351 GEARY Blvd,487814,71726,InfiniTea,SF,null,null,2137 Otis Drive #109,Alameda,Joyce Cho,CA,94501,14155751744,94121,H24
5501 California St,472243,72002,Japonica,null,null,null,5501-5503 Califonria St.,SF,Japonica LLC,CA,94121,null,94121,H24
5338 Geary Blvd,477581,72016,Na Ya Desert House,null,null,null,"501 33rd Ave., Apt. 101",SF,Teerawuth Manchunakorn,CA,94121,null,94121,H24
5937 Geary Blvd,477841,73889,Khan Toke Thai House,San Francisco,null,null,5939 Geary Blvd.,San Francisco,"Phai Ratwetchaphan, LLC.",CA,94121,14155666654,94121,H26
3416 balboa St,467625,75063,Chino's Taqueria Inc,SF,null,null,3416 Balboa St.,San Francisco,Chino's Taqueria Inc,CA,94121,14155669956,94121,H25
4401 A Cabrillo St Suite A,480553,75139,Hakka Restaurant,SF,null,null,4401 A Cabrillo St,San Francisco,Hakka Restaurant,CA,94121,14155876898,94121,H25
2311 Clement St,482468,75636,Yoi,SF,null,null,2311 Clement Street,SF,"Tab On, Inc.",CA,94121,null,94121,H25
3643 Balboa St,478192,75678,La Promenade Cafe,SF,null,null,1509 9th St. #B,Alameda,Eanly Thong and Vichetr Thong,CA,94501,14155226063,94121,H26
6928 Geary Blvd,471799,75802,33rd Ave Liquor,SF.,null,null,73 Muirwood Drive,Daly City,"33rd Ave Liquor, Inc.",CA,94014,14155826863,94121,H03
3516 Balboa St,482578,75853,Fog Baby Cafe,SF.,null,null,2550 Sloat Blv #6,S.F.,"Fernando Fonseca, Shireen Knopoff",CA,94116,14155751050,94121,H24
6909 Geary Blvd,483970,76508,Icy-Yama,SF,null,null,643 7th Ave.,SF.,Tak Yee Mak,CA,94118,14155660189,94121,H24
6333 Geary Blvd,482050,76684,Geary Grocery Outlet,null,null,null,6410 Geary Blvd.,San Francisco,"Dawson Management, Inc",CA,94121,14155875576,94121,H05
734 La Playa St,484016,76698,Kawika's Ocean Beach Deli and Catering LLC,SF,null,null,715 47th Ave.,SF,"Kawika's Ocean Beach Deli and Catering, LLC",CA,94121,14155222031,94121,H24
724 La Playa St,435653,77169,TJ Cafe,San Francisco,null,null,155 Girard St,San Francisco,Yung Tin,CA,94134,14155861125,94121,H24
3420 Balboa St,486984,77825,Sapoten,SF.,null,null,173 Peoria St.,Daly City,Superon LLC,CA,94014,14155818349,94121,H24
1814 Clement St,485618,77850,Blue Fin Sushi & Lounge,SF,null,null,1814 Clement St.,SF,Blue Fin Sushi Inc.,CA,94121,null,94121,H26
5512 Geary Blvd,487878,78332,Hot Pot Island,null,null,null,46997 Warm Spring Blvd.,Fremont,Han Hu,CA,94539,null,94121,H25
5336 Geary Blvd,487464,78706,Sharetea,null,null,null,5336 Geary Blvd.,SF,Sharetea USA LLC,CA,94121,null,94121,H24
3123 Clement St,489940,79053,Oyaji Restaurant,null,null,null,3123 Clement St.,SF,Naminoru Corporation,CA,94121,14155756174,94121,H25
3619 Balboa St,478057,79406,Marla Bakery,null,null,null,710 42nd Ave,SF,Brown Wolf Holding Company LLC,CA,94121,14155822253,94121,H25
2109 clement St,490665,79633,Spicy Legend,San Francisco,null,null,2109 Clement Street,San Francisco,Legend Group Inc.,CA,94121,null,94121,H25
5601 Geary Blvd,1002983,80767,Mainland Market Co.,SF,null,null,524 Bret Harte Rd,San Rafael,Mainland Market Co.,CA,94901,14155257919,94121,H07
5700 Geary Blvd,1004936,81116,Dragon Beaux,null,null,null,5700 Geary Blvd.,SF,Dragon Beaux LLC,CA,94121,null,94121,H26
1601 Balboa St,1007382,81537,17th & Balboa Market,SF,null,null,30 Ina CT.,San Francisco,Amie Tan,CA,94112,14155358371,94121,H03
1924 Cabrillo St 2,1007438,81675,Oat,null,null,null,1924 Cabrillo St. #2,SF,Naomi Hui,CA,94121,null,94121,H98
1801 Clement St,1007581,81682,The Flame LLC,null,null,null,1801 Clement St.,San Francisco,The Flame LLC,CA,94121,14159271889,94121,H25
1820 Clement St,1007632,81716,SF - MLT,SF,null,null,797 6th Ave.,SF,PLW LLC,CA,94066,null,94121,H24
7001 Geary Blvd,490031,81862,Kufu-Ya Japanese Restaurant Inc.,SF,null,null,503 34th Ave.,SF,Kufu-Ya Japanese Restaurant Inc.,CA,94121,14155534526,94121,H25
2221 Clement St,1008092,81882,Luna Rossa,null,null,null,2221 Clement St.,SF,"AJR Foods, LLC",CA,94121,null,94121,H25
528 28th Ave 3,1007959,81952,Luver Butter,SF,null,null,525 28th Avenue Apt 3,null,Lorenn Kassel,CA,94121,14155392180,94121,H98
350 29th Ave,1013142,82612,JOLI COOKIE,null,null,null,350 29th Ave.,SF,Marie-Aude Tricot,CA,94121,null,94121,H99
3088 Balboa St,1011668,82664,Pizza Joint,SF,null,null,3088 Balboa St.,SF,Jihao N Dabit,CA,94121,14155384992,94121,H24
3528 Balboa St,1009209,83476,Kio Ramen,SF,null,null,173 Warwick St.,Daly City,April Calf Restaurant,CA,94015,14155535056,94121,H24
1737 Balboa St,1004960,83587,Orson's Belly,null,null,null,1246 Bush St apt 18,San Francisco,Cem Salur,CA,94109,14155255588,94121,H24
1823 Clement St,1014068,83799,Lung Fung Bakery,null,null,null,731 Delta St,SF,Kwok Hei,CA,94134,null,94121,H88
2342 Clement St,1015395,84256,Royal Ground Coffee,SF,null,null,365 24th St.,SF,Qi Yun Cai,CA,94121,null,94121,H24
5344 Geary Blvd,1016398,84615,Super Pan,SF,null,null,5344 Geary Blvd.,SF,Perfect Café Inc.,CA,94121,null,94121,H25
2339 Clement St,1017261,84911,Fiorella,null,null,null,2339 Clement St.,SF,Project Pizza LLC,CA,94121,null,94121,H25
850 La Playa St,467295,85541,AFC Sushi@Safeway#0785,SF,null,null,19205 S. Laurel Park Rd.,Rancho Dominguez,Advanced Fresh Concepts Franchise Corp,CA,90220,14150603200,94121,H28
5320 Geary Blvd,1022739,85604,McKenzie's,null,null,null,1863 Eddy St,San Francisco,Norman Louie,CA,94115,null,94121,H86
3717 Balboa St,453950,85706,Butter Love Bakeshop,SF,null,null,3932 Fulton St.,SF,Esa Yonn-Brown,CA,94118,14155603988,94121,H24
5641 Geary Blvd,1021340,85835,New World Market,SF,null,null,2423 27th Ave.,San Francisco,Good Food Brothers Inc,CA,94116,14155758810,94121,H28
2436 Clement St,1021394,85955,India Clay Oven Restaurant and Bar,null,null,null,2442 Clement st.,San Francisco,Courtyard SF Corporation,CA,94121,14155750505,94121,H26
1900 Clement St,1017237,85972,Hot Duck,null,null,null,772 Rowland Blvd,Novato,G & K Restaurant LLC,CA,94947,14155632880,94121,H24
1650 Balboa St,1005133,86305,Hawker Eats,SF,null,null,70 E. Cavour St.,Daly City,Kevin Chen,CA,94014,14155226288,94121,H24
2315 Clement St,1022990,86359,Bill's Place,null,null,null,1618 Roberta Dr,San Mateo,Silverleaf Inc,CA,94403,null,94121,H25
3801 Balboa St,401634,86774,J & O School Lunch,SF,null,null,1382 44th Ave.,SF,Orin Jung,CA,94122,14155263257,94121,H74
5300 Geary Blvd,1032286,87805,Cigarettes Cheaper,null,null,null,6341 Ridgemont Drive,Oakland,"Logari, Inc.",CA,94619,null,94121,H03
4401 Balboa St,1035294,87815,Sichuan Table Inc,SF,null,null,3319 Anza St.,SF,Sichuan Table Inc,CA,94121,14155669928,94121,H26
747 IRVING St,318022,48,ART'S CAFE,SAN FRANCISCO,37.764,-122.466,1567 FUNSTON AVE,SAN FRANCISCO,YOON HAE RYONG,CA,94122,null,94122,H24
1800 IRVING St,911744,66,STARBUCKS,S.F.,37.7636,-122.477,1800  IRVING St,S.F.,STARBUCKS COFFEE COMPANY,CA,94122,null,94122,H24
721 LINCOLN Way,363874,179,SECRET GARDEN TEA HOUSE,SF,37.7659,-122.466,721 LINCOLN Way,SF,"LEUNG, ANNIE",CA,94122,14155812403,94122,H24
602 Irving St,302698,251,BEANERY INC.,SF,37.7641,-122.464,2925 COLLEGE AVE,BERKELEY,THE BEANERY INC,CA,94705,14155661090,94122,H24
1239 09th Ave,130189,337,GORDO TAQUERIA #2,SF,37.7589,-122.486,1239 9TH AVE,SAN FRANCISCO,GORDO TAQUERIA #2 INC,CA,94122,null,94122,H24
2401 Noriega St,324829,510,Donut Time,SF,37.7536,-122.49,2401 Noreiga St.,SF,"Pei, Kendy",CA,94122,null,94122,H24
2225 Irving St,369141,538,Marnee Thai Restaurant,SF,37.7633,-122.482,2225 Irving St.,SF,"Siriyarn, Chaiwatt & Muaynee",CA,94122,null,94122,H24
2228 Irving St,186568,552,Loi's Vietnamese Restaurant,SF,37.7634,-122.482,2228 Irving St.,SF,"Loi, Chan To",CA,94122,null,94122,H24
4542 IRVING St,324118,558,CAJUN PACIFIC,SF,37.7623,-122.507,4542  IRVING St,SF,"CAJUN PACIFIC, INC.",CA,94122,null,94122,H24
94 JUDAH St,202266,591,YOU SEE SUSHI,SF,37.7624,-122.463,94 Judah St.,SF,"Miura, Ikuko",CA,94122,14155684010,94122,H24
92 JUDAH St,303642,610,POMELO,SF,37.7624,-122.463,92 JUDAH,SF,"LIOTARO-VOGT, EMMANUEL",CA,94122,14155736175,94122,H24
1525 IRVING St,381823,687,Kitchen Kura,SAN FRANCISCO,37.7636,-122.474,1525 Irving St.,SF,H & M Enterprise,CA,94122,14155732054,94122,H24
1900 IRVING St,15460,951,KENTUCKY FRIED CHICKEN #50,SAN FRANCISCO,37.7635,-122.478,1900 IRVING ST,SF,HERMAN 20TH AVE INC.,CA,94122,null,94122,H26
2026 IRVING St,164262,952,SHANGRILA VEGETARIAN REST,SAN FRANCISCO,37.7635,-122.48,2026 IRVING STREET,SAN FRANCISCO,"SANG, WILLIAM",CA,94122,null,94122,H24
1396 LA PLAYA St,389129,961,JAVA BEACH CAFE,SF,37.7604,-122.509,1396 LA PLAYA St,SF,"JAVA BEACH CAFE, INC.",CA,94122,null,94122,H24
511 IRVING St,347636,966,L'AVENIDA,SAN FRANCISCO,37.7641,-122.463,511 IRVING STREET,SAN FANCISCO,SAEED & NAZILA T. ESMAILTALAI,CA,94122,null,94122,H24
1300 NORIEGA St,301822,968,GOLDEN ISLAND CAFE,SAN FRANCISCO,37.7542,-122.478,1300 NORIEGA,SF,"WONG, DEBORAH",CA,94122,null,94122,H24
2455 NORIEGA St,348287,972,"MING TAI WUN TUN NOODLE, INC.",SAN FRANCISCO,37.7536,-122.49,2455 NORIEGA St,SF,"TAI, MING",CA,94122,null,94122,H24
744 IRVING St,911744,1265,STARBUCKS COFFEE CO.,SF,37.7641,-122.466,744 IRVING ST,SF,STARBUCKS COFFEE CO.,CA,94122,14155850888,94122,H24
654 IRVING St,479498,1304,RAIN TREE CAFE,SAN FRANCISCO,37.7641,-122.465,252 Riviera Dr.,San Rafael,Rain Tree Café Inc.,CA,94901,null,94122,H24
1307 09th Ave,302698,1344,Beanery,SF,37.7589,-122.486,1307 9TH AVE,SF,"Beanery, Inc.",CA,94122,null,94122,H24
721 IRVING St,319035,1398,YUMMA'S MED GRILL,SF,37.7641,-122.466,721  IRVING St,S.F.,"DABIS, ELIAS",CA,94122,null,94122,H24
1245 Noriega St,181542,1703,Lanna Restaurant,SF,37.7542,-122.477,1245 Noriega St.,SF,"Anoma, Surapong",CA,94122,null,94122,H25
